,music,pets,flying,storm,darkness,heights,spiders,snakes,rats,ageing,dangerous_dogs,fear_of_public_speaking,smoking,alcohol,parents'_advice,internet_usage,branded_clothing,gender,left_-_right_handed,only_child
343,5.0,5.0,3.0,4.0,4.0,3.0,3.0,3,1.0,3.0,2.0,4.0,tried smoking,social drinker,4.0,less than an hour a day,3.0,female,right handed,no
344,5.0,1.0,5.0,4.0,3.0,5.0,3.0,5,5.0,1.0,5.0,3.0,tried smoking,social drinker,4.0,few hours a day,1.0,female,right handed,no
345,4.0,4.0,2.0,2.0,3.0,3.0,1.0,5,4.0,2.0,4.0,3.0,tried smoking,social drinker,3.0,less than an hour a day,2.0,female,right handed,yes
346,5.0,5.0,1.0,2.0,2.0,1.0,1.0,3,3.0,1.0,4.0,1.0,current smoker,drink a lot,3.0,few hours a day,4.0,male,right handed,yes
347,5.0,1.0,5.0,2.0,2.0,2.0,2.0,4,4.0,4.0,4.0,5.0,tried smoking,drink a lot,3.0,most of the day,5.0,male,left handed,no
348,5.0,4.0,1.0,1.0,2.0,1.0,5.0,3,2.0,4.0,2.0,1.0,never smoked,never,3.0,few hours a day,2.0,male,right handed,no
349,5.0,5.0,1.0,5.0,4.0,1.0,5.0,2,3.0,3.0,5.0,2.0,never smoked,social drinker,4.0,few hours a day,5.0,female,right handed,no
350,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1,1.0,2.0,3.0,3.0,tried smoking,social drinker,3.0,most of the day,4.0,male,right handed,no
351,5.0,5.0,1.0,2.0,4.0,2.0,5.0,5,2.0,2.0,3.0,4.0,tried smoking,social drinker,4.0,few hours a day,5.0,female,right handed,no
352,5.0,2.0,3.0,3.0,3.0,3.0,3.0,1,1.0,1.0,2.0,3.0,tried smoking,social drinker,3.0,few hours a day,4.0,male,right handed,no
353,5.0,3.0,2.0,1.0,3.0,2.0,3.0,3,2.0,2.0,3.0,3.0,former smoker,social drinker,4.0,few hours a day,4.0,female,right handed,no
354,5.0,4.0,1.0,1.0,3.0,3.0,3.0,5,5.0,3.0,4.0,2.0,former smoker,social drinker,5.0,few hours a day,5.0,female,right handed,no
355,5.0,1.0,1.0,1.0,1.0,1.0,5.0,4,2.0,1.0,3.0,1.0,former smoker,drink a lot,5.0,few hours a day,4.0,male,right handed,no
356,4.0,3.0,1.0,1.0,1.0,4.0,1.0,1,3.0,2.0,4.0,2.0,tried smoking,social drinker,3.0,few hours a day,4.0,male,left handed,no
357,5.0,5.0,1.0,1.0,1.0,5.0,5.0,1,1.0,3.0,1.0,2.0,never smoked,never,4.0,few hours a day,1.0,male,right handed,yes
358,4.0,5.0,3.0,1.0,3.0,5.0,4.0,3,1.0,3.0,5.0,4.0,current smoker,social drinker,4.0,less than an hour a day,2.0,male,right handed,no
359,5.0,5.0,5.0,1.0,3.0,3.0,5.0,5,2.0,3.0,2.0,4.0,current smoker,social drinker,3.0,few hours a day,3.0,female,right handed,no
360,5.0,2.0,4.0,1.0,2.0,3.0,2.0,5,1.0,5.0,5.0,5.0,never smoked,social drinker,4.0,few hours a day,4.0,female,right handed,no
361,5.0,5.0,2.0,2.0,4.0,1.0,1.0,2,4.0,5.0,3.0,1.0,tried smoking,social drinker,3.0,less than an hour a day,1.0,female,right handed,no
362,5.0,3.0,1.0,1.0,1.0,4.0,5.0,5,1.0,2.0,2.0,4.0,never smoked,social drinker,4.0,few hours a day,1.0,female,right handed,no
363,5.0,3.0,1.0,1.0,1.0,2.0,5.0,5,1.0,2.0,2.0,4.0,never smoked,social drinker,4.0,few hours a day,1.0,female,right handed,no
364,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4,3.0,1.0,5.0,3.0,tried smoking,social drinker,4.0,few hours a day,5.0,male,right handed,no
365,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1.0,1.0,never smoked,social drinker,3.0,few hours a day,3.0,male,right handed,no
366,5.0,1.0,3.0,2.0,2.0,3.0,1.0,1,1.0,1.0,3.0,3.0,tried smoking,social drinker,5.0,most of the day,4.0,male,right handed,no
367,5.0,3.0,3.0,1.0,1.0,2.0,1.0,3,1.0,5.0,4.0,3.0,never smoked,social drinker,4.0,few hours a day,3.0,male,right handed,no
368,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,1.0,5.0,current smoker,drink a lot,4.0,few hours a day,4.0,female,right handed,no
369,5.0,5.0,1.0,1.0,1.0,2.0,2.0,2,1.0,5.0,3.0,3.0,tried smoking,never,3.0,less than an hour a day,2.0,male,left handed,no
370,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5,4.0,2.0,5.0,3.0,never smoked,social drinker,3.0,few hours a day,5.0,female,right handed,no
371,5.0,3.0,2.0,4.0,1.0,3.0,2.0,3,2.0,1.0,5.0,1.0,never smoked,social drinker,3.0,few hours a day,2.0,female,right handed,no
372,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,3.0,2.0,tried smoking,social drinker,2.0,most of the day,3.0,male,right handed,no
373,5.0,1.0,1.0,1.0,1.0,2.0,2.0,5,3.0,1.0,2.0,3.0,never smoked,drink a lot,3.0,most of the day,3.0,male,left handed,yes
374,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5,5.0,4.0,3.0,5.0,tried smoking,social drinker,4.0,few hours a day,5.0,female,right handed,no
375,5.0,1.0,3.0,2.0,2.0,3.0,5.0,4,3.0,5.0,5.0,5.0,tried smoking,social drinker,3.0,few hours a day,1.0,female,right handed,no
376,5.0,5.0,3.0,4.0,5.0,4.0,5.0,2,2.0,1.0,2.0,3.0,former smoker,social drinker,4.0,few hours a day,2.0,female,right handed,no
377,5.0,4.0,3.0,2.0,2.0,1.0,1.0,1,1.0,1.0,4.0,4.0,never smoked,social drinker,3.0,few hours a day,3.0,female,right handed,yes
378,5.0,5.0,2.0,4.0,5.0,3.0,2.0,1,1.0,5.0,1.0,1.0,tried smoking,drink a lot,4.0,few hours a day,2.0,female,right handed,no
379,5.0,3.0,2.0,1.0,2.0,2.0,2.0,3,3.0,2.0,2.0,2.0,tried smoking,social drinker,4.0,few hours a day,3.0,male,right handed,no
380,5.0,4.0,2.0,2.0,1.0,2.0,2.0,5,1.0,2.0,2.0,3.0,tried smoking,social drinker,3.0,most of the day,3.0,female,left handed,no
381,5.0,5.0,1.0,2.0,2.0,2.0,2.0,2,2.0,3.0,4.0,3.0,tried smoking,drink a lot,3.0,few hours a day,5.0,female,right handed,no
382,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5,5.0,5.0,5.0,4.0,current smoker,social drinker,4.0,few hours a day,4.0,female,right handed,yes
383,5.0,1.0,2.0,1.0,1.0,3.0,2.0,4,2.0,3.0,4.0,3.0,current smoker,drink a lot,3.0,most of the day,4.0,male,right handed,no
384,5.0,1.0,2.0,4.0,2.0,2.0,5.0,5,3.0,3.0,4.0,5.0,former smoker,social drinker,3.0,few hours a day,3.0,female,right handed,no
385,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1,1.0,4.0,3.0,2.0,current smoker,drink a lot,2.0,few hours a day,4.0,male,right handed,no
386,5.0,2.0,1.0,1.0,3.0,3.0,2.0,1,1.0,2.0,4.0,4.0,tried smoking,drink a lot,3.0,few hours a day,1.0,female,right handed,yes
387,5.0,5.0,1.0,1.0,2.0,2.0,1.0,2,5.0,3.0,2.0,3.0,tried smoking,social drinker,3.0,few hours a day,5.0,female,right handed,no
388,5.0,5.0,2.0,2.0,1.0,4.0,5.0,5,5.0,2.0,4.0,2.0,former smoker,social drinker,3.0,few hours a day,2.0,female,right handed,no
389,5.0,3.0,1.0,3.0,5.0,5.0,2.0,5,4.0,1.0,2.0,3.0,tried smoking,social drinker,5.0,few hours a day,4.0,female,right handed,yes
390,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3,1.0,1.0,2.0,2.0,never smoked,social drinker,4.0,few hours a day,3.0,male,right handed,no
391,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3,3.0,2.0,4.0,5.0,never smoked,social drinker,4.0,few hours a day,1.0,female,right handed,no
392,5.0,1.0,3.0,4.0,3.0,2.0,3.0,5,4.0,2.0,4.0,4.0,tried smoking,social drinker,3.0,less than an hour a day,2.0,female,right handed,no
393,5.0,3.0,1.0,1.0,1.0,3.0,1.0,1,1.0,2.0,1.0,1.0,former smoker,never,3.0,few hours a day,3.0,male,right handed,no
394,5.0,3.0,4.0,4.0,5.0,5.0,5.0,2,4.0,5.0,4.0,2.0,never smoked,social drinker,1.0,few hours a day,4.0,male,right handed,no
395,5.0,1.0,1.0,1.0,1.0,2.0,1.0,3,1.0,1.0,1.0,3.0,never smoked,social drinker,2.0,few hours a day,4.0,male,right handed,no
396,5.0,1.0,2.0,2.0,1.0,2.0,4.0,4,1.0,1.0,1.0,2.0,never smoked,social drinker,4.0,few hours a day,3.0,female,right handed,yes
397,5.0,5.0,5.0,3.0,2.0,5.0,2.0,4,5.0,3.0,4.0,3.0,current smoker,never,4.0,most of the day,1.0,female,right handed,no
398,5.0,1.0,1.0,2.0,2.0,3.0,3.0,5,4.0,1.0,5.0,1.0,current smoker,social drinker,5.0,few hours a day,3.0,female,right handed,no
399,5.0,5.0,2.0,2.0,1.0,4.0,1.0,2,2.0,1.0,4.0,1.0,former smoker,social drinker,2.0,less than an hour a day,3.0,female,right handed,no
400,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2,2.0,2.0,4.0,2.0,tried smoking,social drinker,3.0,most of the day,3.0,male,left handed,no
401,5.0,1.0,1.0,2.0,3.0,4.0,1.0,1,1.0,1.0,2.0,1.0,tried smoking,drink a lot,4.0,few hours a day,3.0,female,right handed,no
402,5.0,5.0,1.0,1.0,1.0,4.0,1.0,3,5.0,1.0,5.0,3.0,tried smoking,social drinker,4.0,most of the day,1.0,male,right handed,no
403,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1,2.0,1.0,2.0,4.0,former smoker,social drinker,3.0,less than an hour a day,1.0,male,right handed,no
404,5.0,5.0,1.0,1.0,1.0,2.0,2.0,2,2.0,3.0,3.0,2.0,tried smoking,social drinker,3.0,few hours a day,4.0,female,right handed,no
405,4.0,3.0,1.0,2.0,2.0,5.0,3.0,4,3.0,2.0,4.0,2.0,tried smoking,social drinker,4.0,few hours a day,4.0,female,left handed,no
406,5.0,1.0,4.0,5.0,4.0,3.0,1.0,5,3.0,3.0,5.0,4.0,tried smoking,social drinker,3.0,less than an hour a day,3.0,female,left handed,no
407,5.0,5.0,1.0,1.0,1.0,2.0,4.0,4,5.0,3.0,5.0,2.0,current smoker,drink a lot,3.0,less than an hour a day,3.0,female,left handed,no
408,5.0,1.0,5.0,3.0,5.0,1.0,3.0,5,5.0,4.0,5.0,2.0,tried smoking,social drinker,4.0,few hours a day,3.0,female,right handed,no
409,5.0,3.0,2.0,3.0,5.0,5.0,5.0,3,1.0,1.0,1.0,1.0,never smoked,never,2.0,few hours a day,4.0,female,right handed,yes
410,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,current smoker,social drinker,3.0,few hours a day,3.0,male,right handed,no
411,5.0,3.0,4.0,3.0,4.0,3.0,5.0,5,3.0,2.0,2.0,1.0,tried smoking,social drinker,4.0,few hours a day,3.0,female,right handed,yes
412,5.0,5.0,1.0,1.0,1.0,5.0,1.0,1,5.0,1.0,3.0,1.0,current smoker,never,3.0,less than an hour a day,1.0,female,right handed,no
413,5.0,4.0,2.0,1.0,2.0,2.0,3.0,3,2.0,3.0,3.0,3.0,never smoked,social drinker,3.0,few hours a day,2.0,male,right handed,no
414,5.0,3.0,1.0,2.0,3.0,4.0,4.0,4,4.0,1.0,4.0,1.0,tried smoking,social drinker,3.0,few hours a day,4.0,male,right handed,no
415,5.0,1.0,1.0,5.0,5.0,3.0,5.0,5,5.0,5.0,5.0,2.0,current smoker,drink a lot,3.0,few hours a day,5.0,female,right handed,no
416,4.0,3.0,3.0,3.0,4.0,1.0,3.0,4,1.0,1.0,4.0,1.0,tried smoking,social drinker,2.0,few hours a day,3.0,female,left handed,no
417,5.0,5.0,1.0,1.0,2.0,4.0,4.0,2,3.0,5.0,2.0,3.0,current smoker,drink a lot,3.0,most of the day,5.0,male,right handed,no
418,5.0,5.0,3.0,4.0,3.0,4.0,5.0,5,5.0,2.0,4.0,3.0,tried smoking,social drinker,3.0,less than an hour a day,3.0,female,right handed,no
419,5.0,2.0,1.0,2.0,2.0,2.0,1.0,2,1.0,1.0,2.0,1.0,former smoker,never,3.0,less than an hour a day,3.0,female,right handed,yes
420,5.0,2.0,1.0,5.0,5.0,5.0,3.0,5,3.0,1.0,5.0,3.0,former smoker,social drinker,4.0,few hours a day,1.0,female,right handed,no
421,5.0,5.0,3.0,2.0,2.0,2.0,2.0,3,2.0,1.0,2.0,1.0,never smoked,social drinker,3.0,few hours a day,1.0,female,left handed,no
422,5.0,5.0,1.0,3.0,3.0,3.0,5.0,5,5.0,2.0,4.0,4.0,current smoker,social drinker,4.0,few hours a day,3.0,female,right handed,no
423,5.0,5.0,4.0,4.0,2.0,4.0,2.0,5,3.0,5.0,5.0,1.0,tried smoking,never,3.0,few hours a day,3.0,female,right handed,no
424,5.0,5.0,,2.0,4.0,2.0,5.0,5,3.0,1.0,5.0,5.0,former smoker,social drinker,3.0,few hours a day,3.0,female,right handed,yes
425,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5,5.0,1.0,5.0,3.0,former smoker,social drinker,4.0,less than an hour a day,3.0,female,right handed,no
426,5.0,1.0,2.0,2.0,4.0,3.0,5.0,2,1.0,1.0,3.0,2.0,current smoker,social drinker,2.0,less than an hour a day,1.0,female,right handed,no
427,5.0,1.0,1.0,1.0,1.0,5.0,5.0,3,3.0,1.0,3.0,2.0,tried smoking,social drinker,2.0,few hours a day,1.0,male,right handed,no
428,5.0,5.0,3.0,3.0,5.0,3.0,4.0,4,5.0,3.0,4.0,3.0,tried smoking,social drinker,4.0,few hours a day,3.0,female,right handed,no
429,5.0,4.0,2.0,3.0,1.0,4.0,2.0,4,3.0,4.0,5.0,2.0,tried smoking,drink a lot,3.0,most of the day,5.0,female,right handed,yes
430,5.0,4.0,2.0,2.0,2.0,2.0,3.0,2,2.0,2.0,2.0,2.0,tried smoking,never,3.0,less than an hour a day,4.0,female,right handed,no
431,4.0,3.0,3.0,2.0,1.0,4.0,3.0,4,4.0,3.0,4.0,4.0,tried smoking,never,4.0,few hours a day,3.0,male,left handed,no
432,5.0,3.0,1.0,1.0,2.0,5.0,2.0,2,2.0,3.0,3.0,4.0,current smoker,drink a lot,2.0,few hours a day,1.0,male,right handed,no
433,5.0,1.0,2.0,1.0,3.0,2.0,1.0,4,5.0,5.0,5.0,3.0,tried smoking,drink a lot,3.0,few hours a day,1.0,female,right handed,no
434,5.0,4.0,2.0,1.0,1.0,2.0,3.0,5,2.0,2.0,3.0,2.0,tried smoking,social drinker,4.0,few hours a day,5.0,male,right handed,no
435,5.0,5.0,2.0,4.0,5.0,5.0,5.0,2,1.0,2.0,5.0,2.0,former smoker,social drinker,4.0,few hours a day,3.0,female,right handed,no
436,4.0,2.0,1.0,1.0,2.0,1.0,3.0,3,2.0,5.0,3.0,2.0,tried smoking,drink a lot,3.0,few hours a day,1.0,male,right handed,no
437,5.0,1.0,2.0,4.0,4.0,4.0,5.0,4,4.0,3.0,4.0,3.0,former smoker,social drinker,3.0,few hours a day,1.0,female,right handed,yes
438,5.0,4.0,4.0,1.0,1.0,2.0,5.0,5,4.0,1.0,3.0,3.0,current smoker,social drinker,3.0,few hours a day,1.0,female,right handed,no
439,5.0,1.0,1.0,1.0,2.0,4.0,1.0,1,1.0,4.0,1.0,3.0,current smoker,social drinker,4.0,few hours a day,4.0,male,right handed,no
440,5.0,3.0,1.0,2.0,4.0,4.0,5.0,5,4.0,4.0,4.0,5.0,former smoker,drink a lot,5.0,few hours a day,4.0,female,right handed,no
441,5.0,5.0,1.0,1.0,1.0,1.0,1.0,3,3.0,2.0,2.0,4.0,tried smoking,social drinker,3.0,few hours a day,1.0,female,left handed,no
442,5.0,5.0,2.0,1.0,2.0,2.0,2.0,4,3.0,3.0,3.0,2.0,former smoker,drink a lot,3.0,few hours a day,2.0,female,right handed,no
443,4.0,1.0,1.0,2.0,4.0,1.0,1.0,3,3.0,2.0,4.0,2.0,tried smoking,social drinker,4.0,few hours a day,2.0,female,right handed,no
444,5.0,1.0,1.0,2.0,2.0,3.0,2.0,2,1.0,4.0,2.0,2.0,tried smoking,social drinker,3.0,few hours a day,1.0,female,right handed,no
445,5.0,5.0,1.0,2.0,2.0,3.0,5.0,5,5.0,1.0,3.0,2.0,tried smoking,social drinker,4.0,few hours a day,5.0,female,right handed,yes
446,4.0,2.0,2.0,1.0,2.0,4.0,4.0,4,3.0,1.0,3.0,4.0,current smoker,drink a lot,3.0,few hours a day,3.0,male,right handed,no
447,3.0,4.0,5.0,3.0,3.0,5.0,4.0,5,4.0,1.0,4.0,3.0,never smoked,social drinker,5.0,less than an hour a day,1.0,female,left handed,no
448,5.0,4.0,1.0,3.0,2.0,3.0,3.0,3,2.0,3.0,5.0,2.0,current smoker,drink a lot,3.0,few hours a day,3.0,female,right handed,no
449,5.0,,1.0,1.0,2.0,4.0,4.0,4,1.0,3.0,2.0,3.0,current smoker,social drinker,3.0,few hours a day,3.0,female,right handed,yes
450,5.0,5.0,1.0,2.0,1.0,3.0,1.0,3,3.0,1.0,5.0,3.0,tried smoking,social drinker,3.0,few hours a day,3.0,male,right handed,no
451,5.0,3.0,1.0,1.0,2.0,2.0,2.0,3,2.0,2.0,3.0,2.0,tried smoking,social drinker,4.0,less than an hour a day,4.0,male,right handed,no
452,5.0,5.0,1.0,4.0,5.0,1.0,5.0,5,5.0,5.0,3.0,4.0,former smoker,social drinker,4.0,less than an hour a day,5.0,female,right handed,no
453,5.0,3.0,1.0,1.0,2.0,4.0,4.0,4,1.0,3.0,3.0,3.0,current smoker,social drinker,3.0,few hours a day,3.0,female,right handed,yes
454,4.0,5.0,1.0,3.0,3.0,3.0,5.0,2,3.0,4.0,5.0,1.0,tried smoking,social drinker,4.0,few hours a day,3.0,female,right handed,yes
455,5.0,3.0,3.0,5.0,5.0,4.0,4.0,5,5.0,2.0,5.0,5.0,never smoked,social drinker,5.0,less than an hour a day,2.0,female,right handed,no
456,5.0,5.0,2.0,1.0,1.0,2.0,1.0,1,1.0,1.0,3.0,4.0,tried smoking,drink a lot,5.0,few hours a day,5.0,male,right handed,no
457,5.0,2.0,1.0,1.0,1.0,3.0,2.0,2,2.0,2.0,2.0,4.0,tried smoking,social drinker,3.0,few hours a day,1.0,male,right handed,no
458,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,tried smoking,social drinker,5.0,few hours a day,3.0,female,right handed,no
459,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,3.0,3.0,tried smoking,social drinker,4.0,less than an hour a day,4.0,female,right handed,yes
460,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1,1.0,5.0,2.0,1.0,tried smoking,drink a lot,3.0,few hours a day,5.0,male,left handed,no
461,5.0,3.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2.0,2.0,2.0,tried smoking,social drinker,3.0,few hours a day,3.0,male,right handed,yes
462,4.0,2.0,3.0,2.0,3.0,4.0,3.0,4,5.0,5.0,5.0,3.0,tried smoking,social drinker,4.0,few hours a day,3.0,female,right handed,no
463,5.0,4.0,4.0,4.0,4.0,4.0,2.0,5,1.0,3.0,5.0,5.0,never smoked,social drinker,3.0,less than an hour a day,1.0,female,right handed,yes
464,5.0,1.0,1.0,2.0,3.0,5.0,4.0,4,5.0,3.0,5.0,1.0,tried smoking,social drinker,5.0,few hours a day,4.0,female,right handed,no
465,5.0,1.0,2.0,2.0,1.0,1.0,1.0,3,1.0,3.0,1.0,2.0,never smoked,never,4.0,less than an hour a day,3.0,female,right handed,no
466,5.0,1.0,1.0,1.0,1.0,1.0,3.0,5,1.0,1.0,3.0,3.0,former smoker,drink a lot,3.0,few hours a day,3.0,male,right handed,yes
467,4.0,1.0,2.0,2.0,3.0,4.0,5.0,5,5.0,4.0,5.0,5.0,tried smoking,social drinker,4.0,few hours a day,1.0,female,right handed,no
468,5.0,4.0,2.0,2.0,1.0,1.0,2.0,3,2.0,3.0,3.0,4.0,current smoker,social drinker,4.0,few hours a day,5.0,female,right handed,yes
469,5.0,1.0,2.0,2.0,2.0,2.0,1.0,1,1.0,4.0,1.0,3.0,tried smoking,drink a lot,2.0,most of the day,3.0,male,,yes
470,4.0,2.0,3.0,1.0,5.0,2.0,1.0,3,3.0,3.0,4.0,4.0,never smoked,social drinker,4.0,few hours a day,3.0,female,right handed,no
471,5.0,1.0,1.0,1.0,2.0,2.0,3.0,1,1.0,3.0,2.0,1.0,tried smoking,social drinker,3.0,few hours a day,3.0,male,right handed,no
472,3.0,2.0,3.0,4.0,2.0,4.0,1.0,1,1.0,4.0,1.0,5.0,never smoked,social drinker,3.0,few hours a day,4.0,male,right handed,no
473,5.0,5.0,1.0,1.0,1.0,1.0,2.0,2,1.0,1.0,2.0,4.0,current smoker,drink a lot,1.0,less than an hour a day,1.0,male,left handed,yes
474,5.0,5.0,1.0,3.0,4.0,4.0,3.0,5,5.0,2.0,3.0,5.0,tried smoking,social drinker,4.0,few hours a day,1.0,male,right handed,no
475,5.0,5.0,2.0,3.0,5.0,1.0,1.0,4,3.0,1.0,2.0,3.0,current smoker,drink a lot,3.0,few hours a day,2.0,female,right handed,no
476,5.0,5.0,2.0,5.0,2.0,5.0,2.0,2,2.0,2.0,2.0,3.0,tried smoking,social drinker,3.0,few hours a day,3.0,female,right handed,no
477,5.0,4.0,1.0,1.0,1.0,3.0,2.0,2,1.0,3.0,2.0,1.0,tried smoking,social drinker,4.0,most of the day,5.0,female,right handed,no
478,5.0,4.0,5.0,1.0,3.0,4.0,2.0,2,2.0,2.0,4.0,4.0,former smoker,never,2.0,most of the day,4.0,male,right handed,no
479,5.0,5.0,1.0,2.0,2.0,1.0,3.0,3,3.0,3.0,3.0,2.0,tried smoking,social drinker,3.0,few hours a day,2.0,female,right handed,no
480,5.0,5.0,2.0,2.0,4.0,1.0,2.0,3,1.0,1.0,2.0,4.0,tried smoking,social drinker,4.0,few hours a day,3.0,female,right handed,no
481,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,3.0,2.0,never smoked,social drinker,4.0,few hours a day,1.0,male,right handed,no
482,3.0,5.0,2.0,1.0,2.0,4.0,2.0,2,2.0,1.0,2.0,4.0,tried smoking,drink a lot,3.0,few hours a day,4.0,male,right handed,no
483,5.0,3.0,1.0,1.0,3.0,1.0,4.0,3,1.0,4.0,5.0,3.0,former smoker,social drinker,3.0,few hours a day,3.0,female,right handed,yes
484,5.0,1.0,1.0,3.0,1.0,2.0,5.0,5,1.0,5.0,5.0,5.0,tried smoking,drink a lot,3.0,few hours a day,3.0,female,right handed,no
485,5.0,1.0,1.0,1.0,2.0,1.0,5.0,1,1.0,5.0,2.0,3.0,never smoked,social drinker,3.0,few hours a day,4.0,female,right handed,no
486,3.0,1.0,3.0,4.0,3.0,4.0,5.0,4,3.0,4.0,5.0,2.0,tried smoking,social drinker,2.0,few hours a day,2.0,female,right handed,no
487,5.0,1.0,1.0,1.0,5.0,1.0,3.0,5,5.0,1.0,3.0,1.0,current smoker,drink a lot,3.0,most of the day,3.0,female,right handed,no
488,5.0,3.0,1.0,2.0,1.0,2.0,1.0,1,1.0,1.0,1.0,2.0,tried smoking,social drinker,4.0,few hours a day,2.0,male,right handed,no
489,5.0,2.0,1.0,1.0,1.0,4.0,5.0,4,2.0,5.0,5.0,1.0,current smoker,social drinker,3.0,few hours a day,5.0,female,right handed,yes
490,4.0,1.0,2.0,1.0,1.0,2.0,5.0,5,5.0,5.0,5.0,4.0,never smoked,never,4.0,less than an hour a day,2.0,female,right handed,no
491,5.0,2.0,2.0,5.0,3.0,2.0,5.0,1,1.0,1.0,4.0,3.0,former smoker,social drinker,3.0,less than an hour a day,1.0,female,right handed,no
492,5.0,5.0,2.0,1.0,2.0,3.0,4.0,3,2.0,2.0,2.0,3.0,former smoker,social drinker,4.0,few hours a day,4.0,female,right handed,no
493,5.0,5.0,2.0,1.0,1.0,4.0,2.0,3,3.0,2.0,2.0,3.0,current smoker,drink a lot,3.0,most of the day,4.0,male,right handed,no
494,5.0,1.0,2.0,2.0,1.0,2.0,1.0,2,2.0,3.0,3.0,1.0,tried smoking,social drinker,4.0,few hours a day,1.0,female,right handed,no
495,5.0,4.0,1.0,2.0,3.0,2.0,4.0,4,3.0,5.0,2.0,4.0,tried smoking,social drinker,4.0,most of the day,4.0,female,right handed,no
496,3.0,2.0,3.0,2.0,2.0,2.0,5.0,3,3.0,2.0,3.0,3.0,never smoked,social drinker,3.0,less than an hour a day,2.0,female,right handed,no
497,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2,4.0,1.0,4.0,3.0,former smoker,social drinker,2.0,less than an hour a day,3.0,female,right handed,no
498,5.0,5.0,4.0,1.0,1.0,4.0,1.0,4,3.0,3.0,4.0,3.0,tried smoking,social drinker,3.0,few hours a day,3.0,female,right handed,no
499,5.0,1.0,3.0,1.0,1.0,3.0,1.0,1,1.0,1.0,4.0,2.0,tried smoking,drink a lot,3.0,most of the day,1.0,male,right handed,no
500,5.0,5.0,1.0,3.0,2.0,3.0,2.0,4,4.0,2.0,3.0,3.0,tried smoking,social drinker,4.0,few hours a day,2.0,female,left handed,no
501,5.0,1.0,1.0,2.0,2.0,2.0,5.0,4,5.0,3.0,5.0,5.0,tried smoking,social drinker,3.0,few hours a day,5.0,female,right handed,no
502,5.0,1.0,2.0,1.0,1.0,2.0,3.0,3,1.0,2.0,3.0,2.0,tried smoking,drink a lot,4.0,most of the day,5.0,male,right handed,no
503,5.0,3.0,2.0,1.0,2.0,1.0,4.0,5,4.0,3.0,5.0,4.0,never smoked,social drinker,3.0,few hours a day,1.0,female,right handed,no
504,5.0,5.0,5.0,3.0,1.0,1.0,1.0,1,1.0,1.0,1.0,4.0,former smoker,social drinker,4.0,few hours a day,4.0,female,right handed,no
505,5.0,1.0,3.0,2.0,2.0,3.0,1.0,5,2.0,2.0,4.0,3.0,current smoker,drink a lot,3.0,few hours a day,2.0,male,right handed,no
506,5.0,4.0,1.0,1.0,1.0,1.0,2.0,1,2.0,1.0,1.0,2.0,former smoker,drink a lot,4.0,few hours a day,4.0,male,left handed,no
507,5.0,3.0,3.0,2.0,2.0,2.0,5.0,3,2.0,1.0,5.0,2.0,tried smoking,social drinker,3.0,few hours a day,2.0,female,right handed,no
508,5.0,3.0,3.0,2.0,2.0,4.0,4.0,4,1.0,1.0,4.0,3.0,tried smoking,social drinker,4.0,few hours a day,4.0,male,right handed,yes
509,4.0,4.0,2.0,2.0,1.0,1.0,1.0,4,4.0,5.0,4.0,1.0,tried smoking,never,5.0,few hours a day,5.0,female,right handed,yes
510,5.0,5.0,1.0,3.0,1.0,1.0,1.0,2,1.0,5.0,2.0,1.0,never smoked,social drinker,3.0,less than an hour a day,4.0,male,right handed,yes
511,5.0,4.0,2.0,1.0,2.0,1.0,2.0,1,2.0,2.0,4.0,2.0,tried smoking,social drinker,4.0,few hours a day,4.0,male,right handed,no
512,5.0,1.0,5.0,5.0,1.0,3.0,5.0,5,5.0,1.0,5.0,1.0,tried smoking,never,4.0,few hours a day,5.0,female,right handed,yes
513,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,2.0,3.0,never smoked,drink a lot,3.0,most of the day,4.0,male,right handed,yes
514,5.0,2.0,2.0,3.0,3.0,3.0,4.0,4,4.0,3.0,5.0,1.0,never smoked,social drinker,3.0,few hours a day,2.0,male,right handed,yes
